County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
King,Legislative District 48 State Representative Pos. 2,Ronald G. Fuller,(Prefers Republican Party),20128,40.51,Legislative District 48
King,Supreme Court Justice Position 3,Mary Fairhurst,,564561,100,Supreme Court
King,Supreme Court Justice Position 4,Charles W. Johnson,,565540,100,Supreme Court
King,Supreme Court Justice Position 7,Debra L. Stephens,,553427,100,Supreme Court
King,"Court of Appeals, Division 1, District 1 Judge Position 5",Linda Lau,,534968,100,"Court of Appeals, Division 1, District 1"
King,"Court of Appeals, Division 1, District 1 Judge Position 6",Ann Schindler,,536547,100,"Court of Appeals, Division 1, District 1"
King,King Superior Court Judge Position 1,Tim Bradshaw,,392276,59.75,King Superior Court
King,King Superior Court Judge Position 1,Suzanne (Sue) Parisien,,264263,40.25,King Superior Court
King,King Superior Court Judge Position 22,Julia Garratt,,294409,46.35,King Superior Court
King,King Superior Court Judge Position 22,Holly Hill,,340785,53.65,King Superior Court
King,King Superior Court Judge Position 37,Jean Rietschel,,307399,48.42,King Superior Court
King,King Superior Court Judge Position 37,Barbara Mack,,327476,51.58,King Superior Court
King,SoundTransit Sound Transit (A Regional Transit Authority) Proposition No. 1 Mass Transit Expansion ,Approved,,448497,60.5,SoundTransit
King,SoundTransit Sound Transit (A Regional Transit Authority) Proposition No. 1 Mass Transit Expansion ,Rejected,,292867,39.5,SoundTransit
Kitsap,Statewide Initiative Measure 985 concerns transportation,Yes,,50531,41.78,Statewide
Kitsap,Statewide Initiative Measure 985 concerns transportation,No,,70413,58.22,Statewide
Kitsap,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,71474,58.17,Statewide
Kitsap,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,51407,41.83,Statewide
Kitsap,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,89125,73.83,Statewide
Kitsap,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,31588,26.17,Statewide
Kitsap,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,68624,55.19,United States
Kitsap,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,53297,42.87,United States
Kitsap,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,1264,1.02,United States
Kitsap,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,34,0.03,United States
Kitsap,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,18,0.01,United States
Kitsap,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,594,0.48,United States
Kitsap,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,392,0.32,United States
Kitsap,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,114,0.09,United States
Kitsap,U.S. Congressional District 1 Representative,Jay Inslee,(Prefers Democratic Party),41602,66.15,U.S. Congressional District 1
Kitsap,U.S. Congressional District 1 Representative,Larry Ishmael,(Prefers G.O.P. Party),21284,33.85,U.S. Congressional District 1
Kitsap,U.S. Congressional District 6 Representative,Norm Dicks,(Prefers Democratic Party),39404,67.77,U.S. Congressional District 6
Kitsap,U.S. Congressional District 6 Representative,Doug Cloud,(Prefers Republican Party),18736,32.23,U.S. Congressional District 6
Kitsap,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),62478,50.74,Washington State
Kitsap,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),60656,49.26,Washington State
Kitsap,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),72170,61.21,Washington State
Kitsap,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),45728,38.79,Washington State
Kitsap,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),68976,58.89,Washington State
Kitsap,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),48153,41.11,Washington State
Kitsap,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),58268,50.12,Washington State
Kitsap,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),57991,49.88,Washington State
Kitsap,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),72292,61.86,Washington State
Kitsap,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),44569,38.14,Washington State
Kitsap,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),71317,60.21,Washington State
Kitsap,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),47123,39.79,Washington State
Kitsap,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),59942,51.46,Washington State
Kitsap,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),56552,48.55,Washington State
Kitsap,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,50485,46.84,Washington State
Kitsap,Washington State Superintendent of Public Instruction,Randy Dorn,,57290,53.16,Washington State
Kitsap,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),68696,59.96,Washington State
Kitsap,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),45878,40.04,Washington State
Kitsap,Legislative District 23 State Senator,Phil Rockefeller,(Prefers Democratic Party),40128,61.9,Legislative District 23
Kitsap,Legislative District 23 State Senator,Connie Lord,(Prefers Republican Party),24701,38.1,Legislative District 23
Kitsap,Legislative District 23 State Representative Pos. 1,Sherry V. Appleton,(Prefers Democratic Party),39835,61.94,Legislative District 23
Kitsap,Legislative District 23 State Representative Pos. 1,Larry Cooney,(Prefers Republican Party),24479,38.06,Legislative District 23
Kitsap,Legislative District 23 State Representative Pos. 2,Christine Rolfes,(Prefers Democratic Party),39130,61.04,Legislative District 23
Kitsap,Legislative District 23 State Representative Pos. 2,Mark Lowe,(Prefers Republican Party),24973,38.96,Legislative District 23
Kitsap,Legislative District 26 State Representative Pos. 1,Jan Angel,(Prefers G.O.P. Party),15968,51.51,Legislative District 26
Kitsap,Legislative District 26 State Representative Pos. 1,Kim Abel,(Prefers Democratic Party),15031,48.49,Legislative District 26
Kitsap,Legislative District 26 State Representative Pos. 2,Larry Seaquist,(Prefers Democratic Party),18463,60.85,Legislative District 26
Kitsap,Legislative District 26 State Representative Pos. 2,Marlyn Jensen,(Prefers Republican Party),11879,39.15,Legislative District 26
Kitsap,Legislative District 35 State Representative Pos. 1,Kathy Haigh,(Prefers Democratic Party),12382,57.04,Legislative District 35
Kitsap,Legislative District 35 State Representative Pos. 1,Marco Brown,(Prefers Republican Party),9324,42.96,Legislative District 35
Kitsap,Legislative District 35 State Representative Pos. 2,Fred Finn,(Prefers Democratic Party),11420,52.51,Legislative District 35
Kitsap,Legislative District 35 State Representative Pos. 2,Randy Neatherlin,(Prefers (G.O.P.) Party),10329,47.49,Legislative District 35
Kitsap,Supreme Court Justice Position 3,Mary Fairhurst,,86776,100,Supreme Court
Kitsap,Supreme Court Justice Position 4,Charles W. Johnson,,87268,100,Supreme Court
Kitsap,Supreme Court Justice Position 7,Debra L. Stephens,,86602,100,Supreme Court
Kitsap,"Court of Appeals, Division 2, District 2 Judge Position 1",(Joyce) Robin Hunt,,86860,100,"Court of Appeals, Division 2, District 2"
Kitsap,Kitsap Superior Court Judge Position 1,Jeanette Dalton,,58301,57.72,Kitsap Superior Court
Kitsap,Kitsap Superior Court Judge Position 1,Bruce Danielson,,42703,42.28,Kitsap Superior Court
Kittitas,Statewide Initiative Measure 985 concerns transportation,Yes,,5832,34.09,Statewide
Kittitas,Statewide Initiative Measure 985 concerns transportation,No,,11274,65.91,Statewide
Kittitas,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,9834,56.1,Statewide
Kittitas,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,7695,43.9,Statewide
Kittitas,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,12307,71.27,Statewide
Kittitas,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,4962,28.73,Statewide
Kittitas,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,8030,44.94,United States
Kittitas,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,9471,53.01,United States
Kittitas,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,188,1.05,United States
Kittitas,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,5,0.03,United States
Kittitas,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,2,0.01,United States
Kittitas,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,80,0.45,United States
Kittitas,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,74,0.41,United States
Kittitas,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,18,0.1,United States
Kittitas,U.S. Congressional District 4 Representative,Doc Hastings,(Prefers Republican Party),10095,58.57,U.S. Congressional District 4
Kittitas,U.S. Congressional District 4 Representative,George Fearing,(Prefers Democratic Party),7142,41.43,U.S. Congressional District 4
Kittitas,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),6988,39.44,Washington State
Kittitas,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),10732,60.56,Washington State
Kittitas,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),8871,52.98,Washington State
Kittitas,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),7874,47.02,Washington State
Kittitas,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),11120,66.42,Washington State
Kittitas,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),5621,33.58,Washington State
Kittitas,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),9464,57.41,Washington State
Kittitas,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),7021,42.59,Washington State
Kittitas,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),8763,53.53,Washington State
Kittitas,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),7606,46.47,Washington State
Kittitas,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),11379,68.09,Washington State
Kittitas,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),5332,31.91,Washington State
Kittitas,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),9874,59.71,Washington State
Kittitas,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),6663,40.29,Washington State
Kittitas,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,6785,45.11,Washington State
Kittitas,Washington State Superintendent of Public Instruction,Randy Dorn,,8257,54.89,Washington State
Kittitas,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),8109,50.94,Washington State
Kittitas,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),7809,49.06,Washington State
Kittitas,Legislative District 13 State Representative Pos. 1,Judith (Judy) Warnick,(Prefers Republican Party),12713,100,Legislative District 13
Kittitas,Legislative District 13 State Representative Pos. 2,Bill Hinkle,(Prefers G.O.P. Party),12461,100,Legislative District 13
Kittitas,Supreme Court Justice Position 3,Mary Fairhurst,,11565,100,Supreme Court
Kittitas,Supreme Court Justice Position 4,Charles W. Johnson,,11496,100,Supreme Court
Kittitas,Supreme Court Justice Position 7,Debra L. Stephens,,11470,100,Supreme Court
Kittitas,"Court of Appeals, Division 3, District 3 Judge Position 1",Stephen M. Brown,,11264,100,"Court of Appeals, Division 3, District 3"
Kittitas,Kittitas Superior Court Judge Position 1,Michael E. Cooper,,12446,100,Kittitas Superior Court
Kittitas,Kittitas Superior Court Judge Position 2,Scott R. Sparks,,12026,100,Kittitas Superior Court
Klickitat,Statewide Initiative Measure 985 concerns transportation,Yes,,3076,32.27,Statewide
Klickitat,Statewide Initiative Measure 985 concerns transportation,No,,6457,67.73,Statewide
Klickitat,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,5917,59.52,Statewide
Klickitat,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,4025,40.48,Statewide
Klickitat,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,6743,69.07,Statewide
Klickitat,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,3019,30.93,Statewide
Klickitat,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,4965,48.85,United States
Klickitat,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,4944,48.64,United States
Klickitat,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,139,1.37,United States
Klickitat,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,4,0.04,United States
Klickitat,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,3,0.03,United States
Klickitat,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,45,0.44,United States
Klickitat,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,48,0.47,United States
Klickitat,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,16,0.16,United States
Klickitat,U.S. Congressional District 4 Representative,Doc Hastings,(Prefers Republican Party),5603,57.25,U.S. Congressional District 4
Klickitat,U.S. Congressional District 4 Representative,George Fearing,(Prefers Democratic Party),4184,42.75,U.S. Congressional District 4
Klickitat,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),4538,45.42,Washington State
Klickitat,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),5454,54.58,Washington State
Klickitat,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),5178,54.61,Washington State
Klickitat,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),4304,45.39,Washington State
Klickitat,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),5402,57.09,Washington State
Klickitat,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),4060,42.91,Washington State
Klickitat,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),4869,51.88,Washington State
Klickitat,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),4516,48.12,Washington State
Klickitat,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),5075,54.54,Washington State
Klickitat,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),4230,45.46,Washington State
Klickitat,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),5166,55.49,Washington State
Klickitat,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),4144,44.51,Washington State
Klickitat,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),5208,55.18,Washington State
Klickitat,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),4231,44.82,Washington State
Klickitat,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,4376,53.7,Washington State
Klickitat,Washington State Superintendent of Public Instruction,Randy Dorn,,3773,46.3,Washington State
Klickitat,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),4775,52.56,Washington State
Klickitat,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),4309,47.44,Washington State
Klickitat,Legislative District 15 State Representative Pos. 1,Bruce Chandler,(Prefers Republican Party),6001,63.81,Legislative District 15
Klickitat,Legislative District 15 State Representative Pos. 1,John (Jobs) Gotts,(Prefers Democratic Party),3403,36.19,Legislative District 15
Klickitat,Legislative District 15 State Representative Pos. 2,Dan Newhouse,(Prefers Republican Party),5899,62.05,Legislative District 15
Klickitat,Legislative District 15 State Representative Pos. 2,Tao Berman,(Prefers Democratic Party),3608,37.95,Legislative District 15
Klickitat,KLICKITAT COUNTY County Commissioner #1,Rex F. Johnston,(Prefers Republican Party),5135,53.89,KLICKITAT COUNTY
Klickitat,KLICKITAT COUNTY County Commissioner #1,Lea Rachford,(Prefers Democrat Party),4394,46.11,KLICKITAT COUNTY
Klickitat,KLICKITAT COUNTY County Commissioner #3,Ray Thayer,(Prefers Republican Party),4899,51.44,KLICKITAT COUNTY
Klickitat,KLICKITAT COUNTY County Commissioner #3,Jerry L. Gaines,(Prefers Democratic Party),4625,48.56,KLICKITAT COUNTY
Klickitat,Supreme Court Justice Position 3,Mary Fairhurst,,6538,100,Supreme Court
Klickitat,Supreme Court Justice Position 4,Charles W. Johnson,,6492,100,Supreme Court
Klickitat,Supreme Court Justice Position 7,Debra L. Stephens,,6472,100,Supreme Court
Klickitat,"Court of Appeals, Division 3, District 3 Judge Position 1",Stephen M. Brown,,6472,100,"Court of Appeals, Division 3, District 3"
Klickitat,"Klickitat, Skamania Superior Court Judge Position 1",E. Thompson (Tom) Reynolds,,7135,100,"Klickitat, Skamania Superior Court"
Klickitat,PUBLIC UTILITY DISTRICT # 1 Utility Commissioner #3,Dan G. Gunkel,,7073,100,PUBLIC UTILITY DISTRICT # 1
Lewis,Statewide Initiative Measure 985 concerns transportation,Yes,,14058,43.31,Statewide
Lewis,Statewide Initiative Measure 985 concerns transportation,No,,18402,56.69,Statewide
Lewis,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,17413,50.7,Statewide
Lewis,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,16933,49.3,Statewide
Lewis,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,24878,73.75,Statewide
Lewis,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,8854,26.25,Statewide
Lewis,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,13624,39.26,United States
Lewis,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,20278,58.43,United States
Lewis,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,403,1.16,United States
Lewis,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,12,0.03,United States
Lewis,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,10,0.03,United States
Lewis,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,138,0.4,United States
Lewis,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,205,0.59,United States
Lewis,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,35,0.1,United States
Lewis,U.S. Congressional District 3 Representative,Brian Baird,(Prefers Democratic Party),19745,59.03,U.S. Congressional District 3
Lewis,U.S. Congressional District 3 Representative,Michael Delavar,(Prefers Republican Party),13705,40.97,U.S. Congressional District 3
Lewis,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),12283,35.47,Washington State
Lewis,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),22347,64.53,Washington State
Lewis,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),16517,50.75,Washington State
Lewis,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),16032,49.26,Washington State
Lewis,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),22415,68.4,Washington State
Lewis,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),10354,31.6,Washington State
Lewis,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),19547,60.59,Washington State
Lewis,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),12716,39.41,Washington State
Lewis,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),16552,51.36,Washington State
Lewis,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),15673,48.64,Washington State
Lewis,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),23176,70.61,Washington State
Lewis,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),9648,29.39,Washington State
Lewis,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),22365,67.84,Washington State
Lewis,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),10602,32.16,Washington State
Lewis,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,13571,45.03,Washington State
Lewis,Washington State Superintendent of Public Instruction,Randy Dorn,,16569,54.97,Washington State
Lewis,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),15329,48.43,Washington State
Lewis,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),16325,51.57,Washington State
Lewis,Legislative District 20 State Senator,Dan Swecker,(Prefers Republican Party),22038,67.73,Legislative District 20
Lewis,Legislative District 20 State Senator,Chuck Bojarski,(Prefers Democratic Party),10501,32.27,Legislative District 20
Lewis,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers G.O.P. Party),20345,62.09,Legislative District 20
Lewis,Legislative District 20 State Representative Pos. 1,Mike Rechner,(Prefers Democratic Party),12420,37.91,Legislative District 20
Lewis,Legislative District 20 State Representative Pos. 2,Gary C. Alexander,(Prefers G.O.P. Party),21618,67.09,Legislative District 20
Lewis,Legislative District 20 State Representative Pos. 2,Jim Cutler,(Prefers Democratic Party),10606,32.91,Legislative District 20
Lewis,County Comm Dist 1,Ron Averill,(Prefers Republican Party),24940,100,County
Lewis,County Comm Dist 2,Lyle Hojem,(Prefers G.O.P. Party),13131,44.81,County
Lewis,County Comm Dist 2,Bill Schulte,(Prefers Republican Party),16171,55.19,County
Lewis,Supreme Court Justice Position 3,Mary Fairhurst,,22421,100,Supreme Court
Lewis,Supreme Court Justice Position 4,Charles W. Johnson,,22361,100,Supreme Court
Lewis,Supreme Court Justice Position 7,Debra L. Stephens,,22330,100,Supreme Court
Lewis,Lewis Superior Court Judge Position 1,Nelson E. Hunt,,23163,100,Lewis Superior Court
Lewis,Lewis Superior Court Judge Position 2,Jim Lawler,,23948,100,Lewis Superior Court
Lewis,Lewis Superior Court Judge Position 3,Richard L. Brosey,,23419,100,Lewis Superior Court
Lewis,"Adna School District #226 Capital Improvements General Obligation Bonds $5,240,000",Approved,,1163,58.27,Adna School District #226
Lewis,"Adna School District #226 Capital Improvements General Obligation Bonds $5,240,000",Rejected,,833,41.73,Adna School District #226
Lewis,PUD District Comm Dist 1,Ben Kostick,,15328,68.95,PUD District
Lewis,PUD District Comm Dist 1,Jeffrey Kennedy,,6904,31.05,PUD District
Lewis,Fire Dist. #17-Big Crk-Mineral Regular Property Tax Levy For Emergency Medical Services,Yes,,71,81.61,Fire Dist. #17-Big Crk-Mineral
Lewis,Fire Dist. #17-Big Crk-Mineral Regular Property Tax Levy For Emergency Medical Services,No,,16,18.39,Fire Dist. #17-Big Crk-Mineral
Lewis,Fire Dist. #18-Glenoma 6 Yr EMS Levy,Yes,,321,70.24,Fire Dist. #18-Glenoma
Lewis,Fire Dist. #18-Glenoma 6 Yr EMS Levy,No,,136,29.76,Fire Dist. #18-Glenoma
Lewis,Fire Dist #11 - Plus Pe Ell Town Annexation of Town of Pe Ell to Fire Dist #11,Yes,,382,85.65,Fire Dist #11 - Plus Pe Ell Town
Lewis,Fire Dist #11 - Plus Pe Ell Town Annexation of Town of Pe Ell to Fire Dist #11,No,,64,14.35,Fire Dist #11 - Plus Pe Ell Town
Lewis,"Castle Rock School District #401c Castle Rock School District No. 401, Redistricting Plan for Director Districts To Allocate by Re-District Position and Define Future School Director's Terms of Office",Approved,,412,67.54,Castle Rock School District #401c
Lewis,"Castle Rock School District #401c Castle Rock School District No. 401, Redistricting Plan for Director Districts To Allocate by Re-District Position and Define Future School Director's Terms of Office",Rejected,,198,32.46,Castle Rock School District #401c
Lincoln,Statewide Initiative Measure 985 concerns transportation,Yes,,1577,27.96,Statewide
Lincoln,Statewide Initiative Measure 985 concerns transportation,No,,4064,72.04,Statewide
Lincoln,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,2828,48.42,Statewide
Lincoln,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,3013,51.58,Statewide
Lincoln,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,3832,66.7,Statewide
Lincoln,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,1913,33.3,Statewide
Lincoln,LINCOLN COUNTY Lincoln County Criminal Justice Sales and Use Tax Proposition for a 3/10 of 1% tax for criminal justice purposes.,Approved,,2426,42.35,LINCOLN COUNTY
Lincoln,LINCOLN COUNTY Lincoln County Criminal Justice Sales and Use Tax Proposition for a 3/10 of 1% tax for criminal justice purposes.,Rejected,,3303,57.65,LINCOLN COUNTY
Lincoln,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,2032,34,United States
Lincoln,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,3803,63.63,United States
Lincoln,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,75,1.25,United States
Lincoln,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,1,0.02,United States
Lincoln,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,3,0.05,United States
Lincoln,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,17,0.28,United States
Lincoln,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,40,0.67,United States
Lincoln,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,6,0.1,United States
Lincoln,U.S. Congressional District 5 Representative,Cathy McMorris Rodgers,(Prefers Republican Party),4586,78.1,U.S. Congressional District 5
Lincoln,U.S. Congressional District 5 Representative,Mark Mays,(Prefers Democratic Party),1286,21.9,U.S. Congressional District 5
Lincoln,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),2052,34.66,Washington State
Lincoln,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),3868,65.34,Washington State
Lincoln,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),2712,49.1,Washington State
Lincoln,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),2811,50.9,Washington State
Lincoln,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),4147,74.64,Washington State
Lincoln,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),1409,25.36,Washington State
Lincoln,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),3540,65.54,Washington State
Lincoln,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),1861,34.46,Washington State
Lincoln,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),2459,45.13,Washington State
Lincoln,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),2990,54.87,Washington State
Lincoln,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),4185,75.43,Washington State
Lincoln,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),1363,24.57,Washington State
Lincoln,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),3489,62.36,Washington State
Lincoln,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),2106,37.64,Washington State
Lincoln,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,2374,45.63,Washington State
Lincoln,Washington State Superintendent of Public Instruction,Randy Dorn,,2829,54.37,Washington State
Lincoln,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),2206,41.32,Washington State
Lincoln,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),3133,58.68,Washington State
Lincoln,Legislative District 7 State Representative Pos. 1,Shelly Short,(Prefers Republican Party),2061,38.45,Legislative District 7
Lincoln,Legislative District 7 State Representative Pos. 1,Sue Lani Madsen,(Prefers Republican Party),3299,61.55,Legislative District 7
